Id,cateId,picS,picB,name,describe,price,originPrice,author,brand,publishDate,sellerId,isPChome,isNC17,couponActid,BU
DHAEH0-1900FB0VF,DHAEH0,/items/DHAEH01900FB0VF/000001_1679723644.jpg,/items/DHAEH01900FB0VF/000001_1679723644.jpg,ACER Aspire 5 A514-55G-57JQ 金(i5-1235U/8G/MX550-2G/512G PCIe/W11/FHD/14),"MX550獨顯強效▼輕薄有型ACER Aspire 5 A514-55G-57JQ 金i5-1235U ∥ 8G ∥ 512G PCIe SSD ∥ MX550獨顯\r\n✨外在有型，內在有力！✨
🔸 強效能，intel 12代+mx550獨立顯卡，滿足影音剪輯的需求
🔸 超有型， 鋁鎂合金金屬上蓋高質感
🔸 強擴充，可升級混碟m.2 ssd+2.5"" hdd
🔸 多連結，thunderbolt 4+bluetooth 5.2穩定連線
🔸 獨家智慧降噪，tnr+purifedvoice

處理器：intel® core™ i5-1235u
顯示晶片：nvidia® geforce® mx550-2g
記憶體：8gb ddr4(onboard)
硬碟：512gb pcie nvme gen3 ssd
螢幕：14"" fhd ips 霧面 led背光
無線網路：802.11 a b g n ac ax2x2 mu-mimo
其他：thunderbolt 4、hdmi
軟體：windows 11 home
保固：2年保固

本商品詳細規格",23900,23900,,,,,1,0,"['C035454', 'C035462', 'C035447', 'C033413', 'C035737', 'C035738', 'C035455', 'C035448', 'C035463', 'C035464', 'C035449', 'C035456', 'C035489', 'C035490', 'C035491', 'C035450', 'C035457', 'C035465', 'C035492', 'C035451', 'C035458', 'C035466', 'C035493', 'C035494', 'C035703', 'C035718', 'C035674', 'C035719', 'C035678', 'C035706', 'C035679', 'C035720', 'C035707', 'C035721', 'C035680', 'C035708', 'C035467', 'C035481', 'C035485', 'C035742', 'C035709', 'C035681', 'C035722', 'C035743', 'C035725', 'C035744', 'C035710', 'C035682', 'C035745', 'C035711', 'C035746', 'C035690', 'C035726', 'C035747', 'C035731', 'C035729', 'C035728', 'C035733', 'C035727']",ec
DHAEH0-1900F28A0,DHAEH0,/items/DHAEH01900F28A0/000001_1662343511.jpg,/items/DHAEH01900F28A0/000001_1662343511.jpg,ACER Aspire 5 A514-55G-54Z3 灰(i5-1235U/8G/MX550-2G/512G PCIe/W11/FHD/14),"MX550獨顯強效▼輕薄有型ACER Aspire 5 A514-55G-54Z3 灰i5-1235U ∥ 512G PCIe SSD ∥ MX550獨顯\r\n✨外在有型，內在有力！✨
🔸 強效能，intel 12代+mx550獨立顯卡，滿足影音剪輯的需求
🔸 超有型， 鋁鎂合金金屬上蓋高質感
🔸 強擴充，可升級混碟m.2 ssd+2.5"" hdd
🔸 多連結，thunderbolt 4+bluetooth 5.2穩定連線
🔸 獨家智慧降噪，tnr+purifedvoice

處理器：intel® core™ i5-1235u
顯示晶片：nvidia® geforce® mx550-2g
記憶體：8gb ddr4(onboard)
硬碟：512gb pcie nvme ssd
螢幕：14"" fhd 霧面 led背光 ips
無線網路：802.11 a b g n ac ax2x2 mu-mimo
其他：thunderbolt 4、hdmi
軟體：windows 11 home
保固：2年保固

本商品詳細規格",23900,23900,,,,,1,0,"['C035454', 'C035462', 'C035447', 'C033413', 'C035737', 'C035738', 'C035455', 'C035448', 'C035463', 'C035464', 'C035449', 'C035456', 'C035489', 'C035490', 'C035491', 'C035450', 'C035457', 'C035465', 'C035492', 'C035451', 'C035458', 'C035466', 'C035493', 'C035494', 'C035703', 'C035718', 'C035674', 'C035719', 'C035678', 'C035706', 'C035679', 'C035720', 'C035707', 'C035721', 'C035680', 'C035708', 'C035467', 'C035481', 'C035485', 'C035742', 'C035709', 'C035681', 'C035722', 'C035743', 'C035725', 'C035744', 'C035710', 'C035682', 'C035745', 'C035711', 'C035746', 'C035690', 'C035726', 'C035747', 'C035731', 'C035729', 'C035728', 'C035733', 'C035727']",ec
DHAEH0-1900FB0UP,DHAEH0,/items/DHAEH01900FB0UP/000001_1658212775.jpg,/items/DHAEH01900FB0UP/000001_1658212775.jpg,ACER Aspire 5 A514-55G-50KS 藍(i5-1235U/8G/MX550-2G/512G PCIe/W11/FHD/14),"MX550獨顯強效▼輕薄有型ACER Aspire 5 A514-55G-50KS 藍i5-1235U ∥ 8G ∥ 512G PCIe SSD ∥ MX550獨顯\r\n✨外在有型，內在有力！✨
🔸 強效能，intel 12代+mx550獨立顯卡，滿足影音剪輯的需求
🔸 超有型， 鋁鎂合金金屬上蓋高質感
🔸 強擴充，可升級混碟m.2 ssd+2.5"" hdd
🔸 多連結，thunderbolt 4+bluetooth 5.2穩定連線
🔸 獨家智慧降噪，tnr+purifedvoice

處理器：intel® core™ i5-1235u
顯示晶片：nvidia® geforce® mx550-2g
記憶體：8gb ddr4(onboard)
硬碟：512gb pcie nvme gen3 ssd
螢幕：14"" fhd ips 霧面 led背光
無線網路：802.11 a b g n ac ax2x2 mu-mimo
其他：thunderbolt 4、hdmi
軟體：windows 11 home
保固：2年保固

本商品詳細規格",23900,23900,,,,,1,0,"['C035454', 'C035462', 'C035447', 'C033413', 'C035737', 'C035738', 'C035455', 'C035448', 'C035463', 'C035464', 'C035449', 'C035456', 'C035489', 'C035490', 'C035491', 'C035450', 'C035457', 'C035465', 'C035492', 'C035451', 'C035458', 'C035466', 'C035493', 'C035494', 'C035703', 'C035718', 'C035674', 'C035719', 'C035678', 'C035706', 'C035679', 'C035720', 'C035707', 'C035721', 'C035680', 'C035708', 'C035467', 'C035481', 'C035485', 'C035742', 'C035709', 'C035681', 'C035722', 'C035743', 'C035725', 'C035744', 'C035710', 'C035682', 'C035745', 'C035711', 'C035746', 'C035690', 'C035726', 'C035747', 'C035731', 'C035729', 'C035728', 'C035733', 'C035727']",ec
DHAEH0-1900FB0UV,DHAEH0,/items/DHAEH01900FB0UV/000001_1658213033.jpg,/items/DHAEH01900FB0UV/000001_1658213033.jpg,ACER Aspire 5 A514-55G-59XY 紅(i5-1235U/8G/MX550-2G/512G PCIe/W11/FHD/14),"MX550獨顯強效▼輕薄有型ACER Aspire 5 A514-55G-59XY 紅i5-1235U ∥ 8G ∥ 512G PCIe SSD ∥ MX550獨顯\r\n✨外在有型，內在有力！✨
🔸 強效能，intel 12代+mx550獨立顯卡，滿足影音剪輯的需求
🔸 超有型， 鋁鎂合金金屬上蓋高質感
🔸 強擴充，可升級混碟m.2 ssd+2.5"" hdd
🔸 多連結，thunderbolt 4+bluetooth 5.2穩定連線
🔸 獨家智慧降噪，tnr+purifedvoice

處理器：intel® core™ i5-1235u
顯示晶片：nvidia® geforce® mx550-2g
記憶體：8gb ddr4(onboard)
硬碟：512gb pcie nvme gen3 ssd
螢幕：14"" fhd ips 霧面 led背光
無線網路：802.11 a b g n ac ax2x2 mu-mimo
其他：thunderbolt 4、hdmi
軟體：windows 11 home
保固：2年保固

本商品詳細規格",23900,23900,,,,,1,0,"['C035454', 'C035462', 'C035447', 'C033413', 'C035737', 'C035738', 'C035455', 'C035448', 'C035463', 'C035464', 'C035449', 'C035456', 'C035489', 'C035490', 'C035491', 'C035450', 'C035457', 'C035465', 'C035492', 'C035451', 'C035458', 'C035466', 'C035493', 'C035494', 'C035703', 'C035718', 'C035674', 'C035719', 'C035678', 'C035706', 'C035679', 'C035720', 'C035707', 'C035721', 'C035680', 'C035708', 'C035467', 'C035481', 'C035485', 'C035742', 'C035709', 'C035681', 'C035722', 'C035743', 'C035725', 'C035744', 'C035710', 'C035682', 'C035745', 'C035711', 'C035746', 'C035690', 'C035726', 'C035747', 'C035731', 'C035729', 'C035728', 'C035733', 'C035727']",ec
DHAFKD-A900G4TF7,DHAFKD,/items/DHAFKDA900G4TF7/000001_1679392930.jpg,/items/DHAFKDA900G4TF7/000001_1679392930.jpg,ASUS 14吋商務筆電B1408 (i5-1135G7/8G/512G/win10 pro/ 2年保),"台灣製造11代B1400 全新上市，商務首選ASUS B1400CEPE 11代商務筆電通過軍規/防潑水鍵盤 \r\n🌟🎮11代b1400強勢登場🎮🌟
 
🤟輕盈、堅固、好攜帶
🤟軍規等級耐用性
🤟極高效能，支援雙儲存設備
🤟搭載11代處理器

lcd尺寸：14.0-inch fhd (1920 x 1080) 16:9 led backlit 220nits
處理器：intel® core™ i5-1135g7 processor 2.4 ghz (8m cache  up to 4.2 ghz  4 cores)
記憶體：8g ddr4 on board
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd hdd housing for storage expansion
顯示卡：intel iris xᵉ graphics (available for intel® core™ i5 i7 i9 with dual channel memory)
其他：fingerprint、背光鍵盤、numberpad
重量：1.45 kg
作業系統：windows 10 pro
保固：2年保固

此賣場無支援thunderlbot 4 文案僅供參考 實際規格請以詳規為準 請消費者購買前留意，謝謝
備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）

本商品詳細規格",19999,19999,,,,,1,0,['C033413'],ec
DHAFKD-A900G4TER,DHAFKD,/items/DHAFKDA900G4TER/000001_1679475213.jpg,/items/DHAFKDA900G4TER/000001_1679475213.jpg,ASUS 14吋商務筆電(B1408 i5-1135G7/8G/512G/win10 pro/ 2年保),"11代B1400 全新上市，商務首選ASUS B1400CEPE 11代商務筆電通過軍規/防潑水鍵盤 \r\n🌟🎮11代b1400強勢登場🎮🌟
 
🤟輕盈、堅固、好攜帶
🤟軍規等級耐用性
🤟極高效能，支援雙儲存設備
🤟搭載11代處理器

lcd尺寸：14.0-inch fhd (1920 x 1080) 16:9 led backlit 220nits
處理器：intel® core™ i5-1135g7 processor 2.4 ghz (8m cache  up to 4.2 ghz  4 cores)
記憶體：8g ddr4 on board
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd hdd housing for storage expansion
顯示卡：intel iris xᵉ graphics (available for intel® core™ i5 i7 i9 with dual channel memory)
其他：fingerprint、背光鍵盤、numberpad
重量：1.45 kg
作業系統：windows 10 pro
保固：2年保固

此賣場無支援thunderlbot 4 文案僅供參考 實際規格請以詳規為準 請消費者購買前留意，謝謝
備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）

本商品詳細規格",19999,19999,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFKD-1900GC5CE,DHAFKD,/items/DHAFKD1900GC5CE/000001_1684303252.jpg,/items/DHAFKD1900GC5CE/000001_1684303252.jpg,ASUS 15吋商務筆電B1508 (i5-1135G7/8G/512G/win10 pro/ 2年保),"台灣製造11代B1500 全新上市，商務首選ASUS B1508CEAE 11代商務筆電通過軍規/防潑水鍵盤 \r\n🌟🎮11代b1500強勢登場🎮🌟
 
🤟輕盈、堅固、好攜帶
🤟軍規等級耐用性
🤟極高效能，支援雙儲存設備
🤟搭載11代處理器

處理器：intel® core™ i5-1135g7 processor 2.4 ghz (8m cache  up to 4.2 ghz  4 cores)
記憶體：8g ddr4 on board
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
hdd housing for storage expansion
顯示卡：intel iris xᵉ graphics (available for intel® core™ i5 i7 i9 with dual channel memory)
lcd尺寸：15.6-inch led backlit 250nits fhd (1920 x 1080) 16:9 anti-glare display
其他：fingerprint、背光鍵盤、pd充電
重量：1.73 kg
作業系統：windows 10 pro
保固：2年保

此賣場無支援thunderlbot 4 也無numberpad 文案僅供參考 實際規格請以詳規為準 請消費者購買前留意，謝謝
備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）

本商品詳細規格",19999,19999,,,,,1,0,['C033413'],ec
DHAEGA-1900F0MTJ,DHAEGA,/items/DHAEGA1900F0MTJ/000001_1652174080.jpg,/items/DHAEGA1900F0MTJ/000001_1652174080.jpg,ACER Predator PH317-56-724M 黑(i7-12700H/16G/RTX3070Ti-8G/512G PCIe/W11/QHD/165Hz/17.3),"GeForce RTX™ 3070 Ti★12代處理器ACER Predator PH317-56-724M 黑 17.3吋i7-12700H ∥ 16G DDR5 ∥ 512G PCIe ∥ QHD/165Hz\r\n處理器：intel® core™ i7-12700h
記憶體：16gb ddr5
硬碟：512gb pcie nvme sed ssd
顯卡：nvidia® geforce rtx™ 3070 ti
螢幕：17.3"" qhd ips 165hz led背光 霧面
無線網路：killer wireless wi-fi 6e 1675i
802.11 a b g n ac ax2x2 mu-mimo
其他：thunderbolt 4、hdmi
作業系統：windows 11 home

本商品詳細規格",50900,50900,,,,,1,0,[],ec
DHAECU-1900F7I31,DHAECU,/items/DHAECU1900F7I31/000001_1673402084.jpg,/items/DHAECU1900F7I31/000001_1673402084.jpg,ACER Aspire 3 A315-59G-52QG 綠(i5-1235U/8G/MX550-2G/512G SSD/W11/FHD/15.6),"MX550獨顯強效▼獨立數字鍵ACER Aspire 3 A315-59G-52QG 綠i5-1235U ∥ MX550-2G ∥ 8G ∥ 512G SSD\r\n✨外在有型，內在有力！✨
🔸 強效能，intel 12代+mx550獨立顯卡，滿足影音編輯的需求
🔸 超亮眼， 多彩莫蘭迪新色
🔸 強擴充，可升級混碟m.2 ssd+2.5"" hdd
🔸 連接埠齊，usb*3+hdmi+rj4
🔸 獨家智慧降噪，tnr+purifedvoice

處理器：intel® core™ i5-1235u
顯示晶片：nvidia® geforce® mx550
記憶體：8gb ddr4
硬碟：512gb pcie nvme sed ssd
螢幕：15.6"" fhd 霧面 led背光
網路：802.11a b g n ac、藍牙bt5.0
其他：hdmi、usb3.0
軟體：windows 11 home

本商品詳細規格",22900,22900,,,,,1,0,"['C035454', 'C035462', 'C035447', 'C033413', 'C035737', 'C035738', 'C035455', 'C035448', 'C035463', 'C035464', 'C035449', 'C035456', 'C035489', 'C035490', 'C035491', 'C035450', 'C035457', 'C035465', 'C035492', 'C035451', 'C035458', 'C035466', 'C035493', 'C035494', 'C035703', 'C035718', 'C035674', 'C035719', 'C035678', 'C035706', 'C035679', 'C035720', 'C035707', 'C035721', 'C035680', 'C035708', 'C035467', 'C035481', 'C035485', 'C035742', 'C035709', 'C035681', 'C035722', 'C035743', 'C035725', 'C035744', 'C035710', 'C035682', 'C035745', 'C035711', 'C035746', 'C035690', 'C035726', 'C035747', 'C035731', 'C035729', 'C035728', 'C035733', 'C035727']",ec
DHAEH0-1900FB0RO,DHAEH0,/items/DHAEH01900FB0RO/000001_1679537567.jpg,/items/DHAEH01900FB0RO/000001_1679537567.jpg,ACER Aspire 5 A514-55-54JP 紅(i5-1235U/8G/Iris Xe Graphics/512G PCIe/W11/FHD/14),"12代i5★高效美型文書ACER Aspire 5 A514-55-54JP 紅i5-1235U ∥ 8G ∥ 512G PCIe SSD ∥ 14""\r\n✨內外兼具，強大無比 ✨
🔸 高效能，intel 12代10核、12執行緒
🔸 超有型， 多彩鋁鎂合金金屬上蓋高質感
🔸 強擴充，可升級混碟m.2 ssd+2.5"" hdd
🔸 連線穩，thunderbolt 4+bluetooth 5.2
🔸 獨家智慧降噪，tnr+purifedvoice

處理器：intel® core™ i5-1235u
顯示晶片：intel® iris® xe graphics
記憶體：8gb ddr4(onboard)
硬碟：512gb pcie nvme ssd
螢幕：14"" fhd ips 霧面 led背光
無線網路：802.11a b g n+ax mu-mimo rx dual band (2.4 ghz 5 ghz)
其他：thunderbolt 4、hdmi
軟體：windows 11 home
保固：2年保固

本商品詳細規格",19900,19900,,,,,1,0,"['C035454', 'C035462', 'C035447', 'C033413', 'C035737', 'C035738', 'C035455', 'C035448', 'C035463', 'C035464', 'C035449', 'C035456', 'C035489', 'C035490', 'C035491', 'C035450', 'C035457', 'C035465', 'C035492', 'C035451', 'C035458', 'C035466', 'C035493', 'C035494', 'C035703', 'C035718', 'C035674', 'C035719', 'C035678', 'C035706', 'C035679', 'C035720', 'C035707', 'C035721', 'C035680', 'C035708', 'C035467', 'C035481', 'C035485', 'C035742', 'C035709', 'C035681', 'C035722', 'C035743', 'C035725', 'C035744', 'C035710', 'C035682', 'C035745', 'C035711', 'C035746', 'C035690', 'C035726', 'C035747', 'C035731', 'C035729', 'C035728', 'C035733', 'C035727']",ec
DHAFM7-A900ENSVH,DHAFM7,/items/DHAFM7A900ENSVH/000001_1646883892.jpg,/items/DHAFM7A900ENSVH/000001_1646883892.jpg,ASUS X515KA-0201GN5100 星空灰(Celeron N5100/4G/256G PCIe/W11/FHD/15.6),"大尺寸FHD螢幕x更輕更薄 僅1.46kgASUS X515KA-0201GN5100 星空灰15.6吋窄邊入門筆電\r\n★intel  四核心處理器 n5100
★窄邊框7mm  83%屏佔比
★易擴充 可升級記憶體(插槽已佔用) 
★內含m.2擴充槽 可支援雙碟升級!
★19.9mm薄


處理器：intel® celeron® n5100 processor 1.1 ghz 
記憶體：4gb*1 ddr4  (max. 8g)
硬碟：256gb m.2 nvme™ pcie® 3.0 ssd 
lcd尺寸：15.6’  narrow border  200nits  fhd  1920x1080 16:9  anti-glare  ntsc: 45%
無線網路：wi-fi 5(802.11ac)+bluetooth 4.1 (dual band) 1*1
光碟機：無
重量：1.79kg
其他：hdmi、usb3.2 type c 
作業系統：windows 11


本商品詳細規格

備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）。建議猶豫期內先不做windows 11更新。",13900,13900,,,,,1,0,"['C033412', 'C033413']",ec
DHAFKD-A900G9FE5,DHAFKD,/items/DHAFKDA900G9FE5/000001_1682403885.jpg,/items/DHAFKDA900G9FE5/000001_1682403885.jpg,ASUS B1408CEAE_T-0121A1165G7 黑 (i7-1165G7/8G/512G PCIe/W10P/FHD/14),"台灣製造 B1400 全新上市，商務首選ASUS B1408CEAE 11代商務筆電通過軍規/防潑水鍵盤 \r\n🌟🎮11代b1400強勢登場🎮🌟
 
🤟輕盈、堅固、好攜帶
🤟軍規等級耐用性
🤟極高效能，支援雙儲存設備
🤟搭載11代處理器

處理器：intel® core™ i7-1165g7 processor 2.8 ghz (12m cache  up to 4.7 ghz  4 cores)
記憶體：8g ddr4 on board
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
hdd housing for storage expansion
顯示卡：intel iris xᵉ graphics (available for intel® core™ i5 i7 i9 with dual channel memory)
lcd尺寸：14.0-inch led backlit 220nits fhd (1920 x 1080) 16:9 anti-glare display
其他：numberpad、fingerprint、背光鍵盤、pd充電
重量：1.45 kg
作業系統：windows 10 pro
保固：3年國際保固 1個月無亮點保固 3年國內到府維修

此賣場無支援thunderlbot 4 文案僅供參考 實際規格請以詳規為準 請消費者購買前留意，謝謝
備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）

本商品詳細規格",34900,34900,,,,,1,0,"['C035737', 'C035738']",ec
DHAFOB-1900G8J3R,DHAFOB,/items/DHAFOB1900G8J3R/000001_1684148720.jpg,/items/DHAFOB1900G8J3R/000001_1684148720.jpg,ASUS VivoBook 16 X1603ZA-0131B12500H 午夜藍 (i5-12500H/8G/512G PCIe/FHD/16),"ASUS VivoBook 16 X1603ZA-0131B12500H 午夜藍 16吋筆電輕1.8kg★86%螢幕佔比\r\nlcd尺寸： 四邊窄邊框設計
處理器：intel® core™ i5-12500h processor 2.5 ghz (18m cache  up to 4.5 ghz  4p+8e cores)
記憶體：8gb ddr4 on board
顯卡：intel® iris xe graphics 
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
網路：wi-fi 6(gig+)(802.11ax)+bluetooth 5.0 (dual band) 2
重量：1.8 kg
特色：usb 3.2 gen 1 type-c、hdmi 1.4
作業系統：windows 11 home



備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）。建議猶豫期內先不做windows 11更新。",23900,23900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFN6-1900G9KXM,DHAFN6,/items/DHAFN61900G9KXM/000001_1683274493.jpg,/items/DHAFN61900G9KXM/000001_1683274493.jpg,ASUS VivoBook Pro 15 OLED M3500QC-0382B5600H(R5-5600H/16G/RTX3050/512G PCIe/FHD/OLED/15.6),"OLED螢幕 RTX3050ASUS M3500QC 15.6吋效能筆電R5-5600H/16G/RTX3050/512G PCIe/OLED\r\namd r5★512g pcie★rtx3050獨顯

lcd尺寸：15.6-inch fhd (1920 x 1080) oled 16:9 aspect ratio 60hz refresh rate
處理器：amd ryzen™ 5 5600h mobile processor
記憶體：16gb ddr4 on board
顯卡：nvidia® geforce® rtx™ 3050 laptop gpu 4gb gddr6
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
網路：wi-fi 6(802.11ax) (dual band) 2*2 + bluetooth 5
重量：1.65 kg
作業系統：windows 11 home


本商品詳細規格



備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）。建議猶豫期內先不做windows 11更新。",26999,26999,,,,,1,0,['C033413'],ec
DHAFON-1900G9G4P,DHAFON,/items/DHAFON1900G9G4P/000001_1684201792.jpg,/items/DHAFON1900G9G4P/000001_1684201792.jpg,ASUS VivoBook S15 S3502ZA-0312K12700H 搖滾黑(i7-12700H/8G+8G/512G PCIe/W11/OLED/15.6),"EVO認證 OLED螢幕ASUS S3502ZA 15.6吋效能筆電i7-12700H/8G+8G/512G PCIe/W11/OLED/15.6\r\n▃▅★asus vivobook s15 s3502za。必買原因★▅▃
★最新12代新機，通過 intel® evo™ 認證
★oled螢幕600nits峰值亮度
★100% dci-p3色域
★背光鍵盤 pd充電 fingerprint
★四邊窄邊設計，84%螢幕佔比 
★輕1.8kg   薄18.9mm ; 輕薄無負擔
★出廠配備win11

lcd尺寸：15.6-inch fhd (1920 x 1080) oled 16:9 aspect ratio
處理器：intel® core™ i7-12700h processor 2.3 ghz
記憶體：8gb ddr4 on board + 8gb ddr4 so-dimm
顯卡：intel® iris xe graphics內顯
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
網路：wi-fi 6e(802.11ax) (dual band) 2*2 + bluetooth 5
重量：1.8 kg
其他：背光鍵盤 fingerprint pd充電 evo認證
作業系統： 64 bits windows 11",32900,32900,,,,,1,0,['C033413'],ec
DHAFPQ-1900G9L0T,DHAFPQ,/items/DHAFPQ1900G9L0T/000001_1685416620.jpg,/items/DHAFPQ1900G9L0T/000001_1685416620.jpg,ASUS Vivobook X1504ZA-0131B1255U (i7-1255U/8G+8G/512G PCIe/W11/FHD/15.6),"12代i7 支援NumPad ASUS X1504ZA 15.6吋效能筆電i7-1255U/8G+8G/512G PCIe/W11/FHD/15.6\r\nlcd尺寸：15.6-inch  fhd (1920 x 1080) 16:9 aspect ratio  led backlit  ips-level panel  60hz refresh rate  250nits  45% ntsc   color gamut  anti-glare display
處理器：intel®core™ i7-1255u processor 1.7 ghz (12m cache  up to 4.7 ghz  10 cores)
顯示卡：intel iris xᵉ graphics
記憶體：8gb ddr4 on board+8gb ddr4 so-dimm
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
無線網路：wi-fi 6e(802.11ax) (dual band) 1*1 + bluetooth® 5
光碟機：無
重量：1.7 kg
作業系統：windows 11 home",25999,25999,,,,,1,0,[],ec
DHAFKD-A900BKEBC,DHAFKD,/items/DHAFKDA900BKEBC/000001_1628220766.jpg,/items/DHAFKDA900BKEBC/000001_1628220766.jpg,ASUS B5302FEA-0071A1135G7 黑 (i5-1135G7/16G/512G PCIe/W10P/FHD/13.3),"★美型全能13吋★超強性能及擴充性ASUS B5302FEA-0071A1135G7\r\n螢幕：13.3"" 霧面ips fhd touch srgb100%
處理器：intel® core™ i5-1135g7 2.4 ghz
記憶體：16g ddr4 on board
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
網路：wi-fi 6(802.11ax)+c
重量：1.3kg含電池
特色：含背光kb、thunderbolt™ 4、hdmi
作業系統：win10 pro 64 bits
保固：3年國際保固+3年國內到府維修

備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）

本商品詳細規格",28800,28800,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFO9-A900FE95K,DHAFO9,/items/DHAFO9A900FE95K/000001_1665641588.jpg,/items/DHAFO9A900FE95K/000001_1665641588.jpg,ASUS VivoBook S14 S3402ZA-0232E12500H 初心綠(i5-12500H/8G+8G/512G PCIe/W11/OLED/14),"最新12代新機上市★Intel® Evo™認證ASUS VivoBook S14 S3402ZA-0232E12500H 初心綠輕1.5kg★OLED螢幕\r\n▃▅★asus vivobook s14 s3402za。必買原因★▅▃
★2.8k oled 16:10 panel
★12代evo機種 
★抗菌處理技術
★背光鍵盤 fingerprint pd充電

lcd尺寸：14"" 2.8k (2880 x 1800) oled 16:10 aspect ratio
處理器：intel® core™ i5-12500h processor 2.4 ghz
記憶體：8gb ddr4 on board + 8gb ddr4 so-dimm
顯卡：intel® iris xe graphics內顯
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
網路：wi-fi 6e(802.11ax) (dual band) 2*2 + bluetooth 5
重量：1.5 kg
特色：背光鍵盤 fingerprint pd充電
作業系統： 64 bits windows 11


-------------------------------",29999,29999,,,,,1,0,[],ec
DHAFOB-A900G28SB,DHAFOB,/items/DHAFOBA900G28SB/000001_1679537161.jpg,/items/DHAFOBA900G28SB/000001_1679537161.jpg,ASUS VivoBook 16 X1603ZA-0131B12500H 午夜藍 (i5-12500H/8G/512G PCIe/FHD/16),"ASUS VivoBook 16 X1603ZA-0131B12500H 午夜藍 16吋筆電輕1.8kg★86%螢幕佔比\r\nlcd尺寸：16"" fhd ips螢幕 四邊窄邊框設計
處理器：intel® core™ i5-12500h processor 2.5 ghz (18m cache  up to 4.5 ghz  4p+8e cores)
記憶體：8gb ddr4 on board
顯卡：intel® iris xe graphics 
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
網路：wi-fi 6(gig+)(802.11ax)+bluetooth 5.0 (dual band) 2
重量：1.8 kg
特色：usb 3.2 gen 1 type-c、hdmi 1.4
作業系統：windows 11 home



備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）。建議猶豫期內先不做windows 11更新。",24900,24900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFN6-A900G5JOJ,DHAFN6,/items/DHAFN6A900G5JOJ/000001_1681353740.jpg,/items/DHAFN6A900G5JOJ/000001_1681353740.jpg,ASUS VivoBook Pro 15 OLED M3500QC-0382B5600H(R5-5600H/16G/RTX3050/512G PCIe/FHD/OLED/15.6),"OLED螢幕 RTX3050ASUS M3500QC 15.6吋效能筆電R5-5600H/16G/RTX3050/512G PCIe/OLED\r\namd r5★512g pcie★rtx3050獨顯

lcd尺寸：15.6-inch fhd (1920 x 1080) oled 16:9 aspect ratio 60hz refresh rate
處理器：amd ryzen™ 5 5600h mobile processor
記憶體：16gb ddr4 on board
顯卡：nvidia® geforce® rtx™ 3050 laptop gpu 4gb gddr6
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
網路：wi-fi 6(802.11ax) (dual band) 2*2 + bluetooth 5
重量：1.65 kg
作業系統：windows 11 home


本商品詳細規格



備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）。建議猶豫期內先不做windows 11更新。",28999,28999,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
